id,owner,name,stars,url,business_model
955620917,upstash,context7,31496,https://github.com/upstash/context7,"Context7 provides up-to-date LLM code documentation and editor tooling enabling **SaaS** offerings, managed **services** hosting, subscription plans, project fees, selling **templates**, automation, and consulting."
1198539,lutzroeder,netron,31451,https://github.com/lutzroeder/netron,"Netron provides interactive neural-network visualization to power **SaaS**, **services**, model **hosting**, sell **templates**, enable **automation**, charge **subscriptions**, project fees, integration, support, or **consulting**."
396569538,khoj-ai,khoj,31201,https://github.com/khoj-ai/khoj,"Self-hostable AI second brain for building autonomous agents and deep **automation**, enabling monetization via **subscriptions**, project-based fees, **hosting services**, selling **templates**, and consulting."
600596928,danny-avila,LibreChat,30350,https://github.com/danny-avila/LibreChat,"Self-hostable LibreChat enables advanced **chatbot** and **agent** automation across multiple models, monetizable via **SaaS/subscriptions**, **hosting services**, **project-based fees**, **selling templates/presets**, and **consulting**."
178626720,Lightning-AI,pytorch-lightning,30169,https://github.com/Lightning-AI/pytorch-lightning,"PyTorch Lightning streamlines zero-code, multi-GPU/TPU model pretraining and finetuning, enabling monetization via **SaaS**, **hosting services**, **subscriptions**, **project-based fees**, **templates**, and **consulting**."
671269505,BerriAI,litellm,29265,https://github.com/BerriAI/litellm,"litellm provides a Python SDK and LLM Gateway to unify 100+ LLM APIs, enabling **SaaS**, **chatbot**, **automation**, and **services** monetization via subscriptions, hosting, templates, consulting."
644686905,continuedev,continue,29063,https://github.com/continuedev/continue,"Use Continue to build Continuous AI agents for developer workflows and monetize as **SaaS**, **automation**, **chatbot** **services** via subscriptions, hosting, project fees, **templates**, and consulting."
772699441,meta-llama,llama3,28993,https://github.com/meta-llama/llama3,"Meta's Llama 3 enables building production **chatbot**, AI **services**, **SaaS** platforms, **NFT** generators and **automation** tools, monetizable via subscriptions, hosting, project fees, **templates**, or consulting."
778431525,microsoft,graphrag,28335,https://github.com/microsoft/graphrag,"graphrag enables building modular graph-based RAG for **chatbots**, **automation**, and knowledge **services**—monetize via **SaaS** subscriptions, managed hosting, project-based fees, selling **templates**, white-label and consulting."
855528273,voideditor,void,27092,https://github.com/voideditor/void,"Open-source modular editor 'void' enables building custom content editing tools, driving **SaaS**, **services**, **automation**, selling **templates**, subscriptions, hosting, project-based fees, consulting, and white-label integrations."
1042367133,github,spec-kit,26733,https://github.com/github/spec-kit,"Leverage GitHub's spec-kit to rapidly build spec-driven APIs and sell **templates**, **SaaS** developer tooling, **automation** **services**, hosted APIs, subscriptions, project-based fees, and **consulting**."
607289185,microsoft,semantic-kernel,26275,https://github.com/microsoft/semantic-kernel,"Leverage Microsoft Semantic Kernel to build LLM-powered **SaaS**, **chatbot**, and **automation** products; monetize through recurring subscriptions, project fees, **hosting services**, selling **templates**, and consulting."
167694194,blakeblackshear,frigate,26104,https://github.com/blakeblackshear/frigate,"Frigate provides realtime local IP-camera object detection, enabling monetization via hosted NVR SaaS subscriptions, project-based integrations, consulting, managed hosting, hardware bundles, or selling templates."
605673387,labring,FastGPT,25907,https://github.com/labring/FastGPT,"FastGPT builds LLM-based QA with RAG, data processing, and visual workflows to deliver **SaaS**, **automation**, **chatbot** services monetized via subscriptions, hosting, consulting, templates, project fees."
762304524,ComposioHQ,composio,25719,https://github.com/ComposioHQ/composio,"Composio enables **SaaS** apps, **chatbot** and **automation** offerings via 100+ integrations, monetizable through subscriptions, enterprise licenses, project fees, hosting **services**, selling **templates**, and consulting."
679869950,facefusion,facefusion,25273,https://github.com/facefusion/facefusion,"Facefusion's face-manipulation platform enables monetizable **SaaS** products, white‑label **services**, hosted APIs/hosting services, subscription tiers, enterprise licensing, project fees, **templates**, **automation**, marketplace integrations, and consulting."
165041732,go-kratos,kratos,24912,https://github.com/go-kratos/kratos,"Kratos enables rapid development of scalable Go microservices for cloud-native **services**, letting you monetize via **SaaS** subscriptions, hosting/managed **services**, project-based fees, selling **templates**, and consulting."
634043200,modular,modular,24888,https://github.com/modular/modular,"Modular's MAX/Mojo enables fast AI model deployment, letting you monetize via **SaaS** hosting, subscription plans, managed **services**, project-based fees, selling **templates**, **automation**, and consulting."
719367888,datawhalechina,self-llm,24646,https://github.com/datawhalechina/self-llm,"Open-source Chinese LLM/MLLM Linux fine-tuning and deployment guide enables building **SaaS**, managed **hosting services**, selling **templates**, offering **consulting**, **project-based fees** or **subscriptions**."
656227652,CodePhiliaX,Chat2DB,24301,https://github.com/CodePhiliaX/Chat2DB,"Monetize Chat2DB’s AI-driven SQL GUI by offering **SaaS** products, premium **automation** features, **hosting services**, subscriptions, **project-based fees**, selling **templates**, consulting, support, training, enterprise licensing, marketplace listings."
655515393,CopilotKit,CopilotKit,23979,https://github.com/CopilotKit/CopilotKit,"CopilotKit provides a React UI and infrastructure for **chatbots** and in-app **agents**, enabling SaaS **services**, automation, subscriptions, hosting, project fees, selling **templates**, and consulting."
639835356,assafelovic,gpt-researcher,23604,https://github.com/assafelovic/gpt-researcher,"Turn gpt-researcher into a **SaaS** research **service** offering **automation** for deep reports with citations — monetize via **subscriptions**, hosting services, project-based fees, consulting, and selling **templates**."
546206616,chroma-core,chroma,23546,https://github.com/chroma-core/chroma,"Leverage Chroma's open-source AI search/retrieval database to build **SaaS** products, **chatbot** features, and **automation** pipelines—monetize via subscriptions, hosting, project fees, selling **templates**, and consulting **services**."
119190187,gitleaks,gitleaks,23318,https://github.com/gitleaks/gitleaks,"Leverage Gitleaks to automate secret detection and compliance, building **SaaS** security **services** or **automation** tools with subscriptions, hosting fees, project-based fees, selling **templates** or consulting."
221654678,deepset-ai,haystack,22765,https://github.com/deepset-ai/haystack,"Haystack is an **AI orchestration** framework for building production-ready **chatbot**/RAG/semantic search solutions you can monetize via **SaaS subscriptions**, **hosting services**, project fees, templates, and consulting."
820087727,onlook-dev,onlook,22696,https://github.com/onlook-dev/onlook,"Onlook lets teams visually build and edit React apps with AI-driven **automation**, enabling monetization via **SaaS** subscriptions, hosting **services**, project fees, selling **templates**, and **consulting**."
942837343,eyaltoledano,claude-task-master,22297,https://github.com/eyaltoledano/claude-task-master,"Drop-in AI task manager for Cursor/Lovable/Windsurf enabling **automation**, **SaaS** offerings, **chatbot** integrations and sell **templates**, **services**, or offer subscriptions, hosting, project fees and consulting."
136202695,mlflow,mlflow,22222,https://github.com/mlflow/mlflow,"Monetize MLflow by offering **SaaS** model-management and **automation** pipelines, enterprise observability **services**, hosted managed platforms, subscriptions, consulting, training, selling **templates**, integrations, or project-based fees."
631258918,sinaptik-ai,pandas-ai,22155,https://github.com/sinaptik-ai/pandas-ai,"PandasAI enables **chatbot**-style data analysis over SQL/CSV/parquet using LLMs/RAG, enabling **SaaS**, analytics **automation**, enterprise APIs, white-label dashboards, consulting, hosting, subscriptions, **templates**, and project fees."
935604638,Fosowl,agenticSeek,21972,https://github.com/Fosowl/agenticSeek,"agenticSeek enables fully-local autonomous AI agents for self-hosted automation and coding workflows; monetize via recurring SaaS/subscriptions, hosting services, consulting, project fees, or selling deployment templates."
828268839,NirDiamant,RAG_Techniques,21932,https://github.com/NirDiamant/RAG_Techniques,"Use the RAG_Techniques repo to build **chatbot** and **SaaS** knowledge platforms offering **automation** and consulting, monetized via subscriptions, hosting **services**, project fees, and **templates**."
718379614,BuilderIO,gpt-crawler,21923,https://github.com/BuilderIO/gpt-crawler,"Use gpt-crawler to convert websites into custom GPT knowledge bases, enabling **SaaS**, **automation**, **chatbot** offerings monetized via recurring subscriptions, hosting, consulting, templates, or project fees."
198350484,microsoft,unilm,21742,https://github.com/microsoft/unilm,"Leverage UNILM's self-supervised multimodal models to create **SaaS** AI **services** (chatbots, summarizers, vision), enabling revenue via **subscriptions**, **hosting services**, **project-based fees**, **selling templates**, and **consulting**."
773544702,wandb,openui,21726,https://github.com/wandb/openui,"OpenUI converts imagination into live UI, enabling a SaaS design platform that monetizes via subscriptions, project-based fees, hosting services, selling templates, and consulting."
753490180,daytonaio,daytona,21475,https://github.com/daytonaio/daytona,"Daytona provides secure, elastic infrastructure to run AI-generated code, enabling monetization via **SaaS** platforms, **hosting services**, **subscriptions**, **project-based fees**, **consulting**, and **templates** for startups and enterprises."
976921297,asgeirtj,system_prompts_leaks,21444,https://github.com/asgeirtj/system_prompts_leaks,"Monetize leaked system prompts by building a **SaaS** **chatbot** prompt library, selling **templates**, offering prompt-engineering **consulting**, **subscriptions**, **hosting services**, **project-based fees**, white-label integrations, and **automation**."
634081686,mlc-ai,mlc-llm,21399,https://github.com/mlc-ai/mlc-llm,"Use mlc-llm to deploy optimized LLMs across hardware, enabling **SaaS**, **services**, **automation** and **chatbot** products monetized via subscriptions, hosting, project fees, templates sales, and consulting."
749126547,ScrapeGraphAI,Scrapegraph-ai,21381,https://github.com/ScrapeGraphAI/Scrapegraph-ai,"Scrapegraph‑ai provides AI-driven Python web scraping to build paid **services**, **SaaS** products, **automation** tools or **templates**, monetizable via subscriptions, hosting, project fees, support, and consulting."
866513204,HKUDS,LightRAG,21243,https://github.com/HKUDS/LightRAG,"LightRAG enables lightweight retrieval-augmented generation for fast AI assistants, **chatbots**, and **automation**, letting you monetize via **SaaS** subscriptions, **hosting services**, project fees, **consulting**, and **templates**."
633933122,datawhalechina,llm-cookbook,21167,https://github.com/datawhalechina/llm-cookbook,"Use this Chinese LLM cookbook to build and sell **SaaS**, **automation** tools, monetize via subscriptions, enterprise hosting, **templates**, project fees, paid **training** and **consulting** services."
644235905,liguodongiot,llm-action,21017,https://github.com/liguodongiot/llm-action,"Leverage llm-action’s large-model engineering and deployment guides to create **SaaS** products, **chatbot** automation, sell **templates**, offer **services**, managed hosting, subscriptions, and enterprise consulting/project fees."
250213286,huggingface,datasets,20687,https://github.com/huggingface/datasets,"Hugging Face Datasets provides ready-to-use AI datasets and fast tooling for **SaaS**, **automation**, and **chatbot** solutions—monetize through **subscriptions**, **hosting services**, selling **templates**, consulting, or project fees."
640317662,vanna-ai,vanna,20593,https://github.com/vanna-ai/vanna,"Vanna enables LLM-powered Text-to-SQL with RAG, letting you monetize via **SaaS**, **chatbot** integrations, **hosting** and **services**, selling **templates**, recurring subscriptions, custom consulting, and project fees."
570384908,huggingface,peft,19677,https://github.com/huggingface/peft,"PEFT enables efficient fine-tuning of large models, letting you build **SaaS**, **automation**, or **chatbot** **services** monetized via subscriptions, project fees, hosting, templates, or consulting."
66841911,qax-os,excelize,19664,https://github.com/qax-os/excelize,"excelize enables building Go-powered Excel automation and data services, unlocking **SaaS**, **automation**, **services**, and **templates** revenue via subscriptions, project-based fees, hosting, selling templates, and consulting."
674075444,QwenLM,Qwen,19358,https://github.com/QwenLM/Qwen,"Use Alibaba Cloud’s Qwen LLM to build white-label **chatbot** products and **SaaS** offerings, enabling monetization via **subscriptions**, **hosting services**, **project-based fees**, **selling templates**, and **consulting**."
828119367,yamadashy,repomix,19352,https://github.com/yamadashy/repomix,"Repomix packages entire repos into one AI-friendly file enabling **SaaS** tools, **automation**, and **chatbot** integrations—monetize via subscriptions, hosting services, selling **templates**, consulting, or project-based fees."
676672661,langchain-ai,langgraph,19094,https://github.com/langchain-ai/langgraph,"LangGraph builds resilient language-agent graphs to monetize via **SaaS** subscriptions, **automation services**, hosted agent **hosting**, selling agent **templates**, **chatbot** deployments, and **consulting** fees."
614325365,ymcui,Chinese-LLaMA-Alpaca,18928,https://github.com/ymcui/Chinese-LLaMA-Alpaca,"Chinese-LLaMA-Alpaca enables rapid creation of Chinese **chatbot**, **automation**, **SaaS** and enterprise NLP products with fine-tuning and deployment, monetizable via **subscriptions**, **hosting services**, **project-based fees**, **selling templates**, and **consulting**."
599524116,SillyTavern,SillyTavern,18727,https://github.com/SillyTavern/SillyTavern,"SillyTavern provides a customizable LLM frontend for power users, enabling **SaaS**, **automation**, **chatbot**, and **templates** offerings monetized via subscriptions, project-based fees, hosting services, and consulting."
703411624,letta-ai,letta,18515,https://github.com/letta-ai/letta,"Leverage Letta to build stateful, self-improving AI **chatbot** and **automation** products for monetization via **SaaS** subscriptions, project-based fees, hosting **services**, selling **templates**, and **consulting**."
691347156,1Panel-dev,MaxKB,18471,https://github.com/1Panel-dev/MaxKB,"MaxKB enables building enterprise-grade agents, letting you monetize through **SaaS**, **hosting services**, project-based fees, selling **templates**, **automation** integrations, **chatbot** solutions, and consulting."
969010919,nari-labs,dia,18452,https://github.com/nari-labs/dia,"Dia provides ultra-realistic one-pass dialogue TTS you can monetize by offering **SaaS** voice **services**, subscription APIs, **automation**, hosting, project-based fees, selling **templates**, and consulting."
740303686,sgl-project,sglang,18352,https://github.com/sgl-project/sglang,"SGLang speeds productionizing LLM/VLM-powered **SaaS**, **chatbot**, **automation**, and **services**, enabling revenue via subscriptions, hosting/managed services, project-based fees, selling **templates**, usage-based billing, white-label deployments, and consulting."
806854629,datawhalechina,happy-llm,18268,https://github.com/datawhalechina/happy-llm,"happy-llm tutorial enables building scalable production LLM **chatbot** and AI **services** for monetization via **SaaS** subscriptions, hosting services, project-based fees, selling **templates**, and consulting."
876064934,patchy631,ai-engineering-hub,18187,https://github.com/patchy631/ai-engineering-hub,"AI-engineering-hub's LLM/RAG tutorials enable building **SaaS**, **automation**, and **chatbot** offerings with enterprise integrations; monetize via subscriptions, consulting, selling **templates**, project fees, or **hosting services**."
573661753,activepieces,activepieces,18187,https://github.com/activepieces/activepieces,"Activepieces enables building and deploying AI agents, **chatbots** and **automation** workflows/MCPs, letting you monetize via **SaaS** subscriptions, hosted **services**, project fees, selling **templates**, or consulting."
868173144,kortix-ai,suna,18167,https://github.com/kortix-ai/suna,"Kortix Suna builds, manages, and trains AI agents for **automation** and **chatbot** **services**, monetizable via **SaaS** subscriptions, hosting, project fees, selling **templates**, and consulting."
642917329,vercel,ai-chatbot,18132,https://github.com/vercel/ai-chatbot,"Vercel's full-featured, hackable Next.js **chatbot** accelerates building monetizable **SaaS** and **services** with **automation**, enabling subscriptions, hosting services, project fees, selling **templates**, and consulting."
644461337,vercel,ai,18004,https://github.com/vercel/ai,"Use Vercel's open-source **AI** TypeScript SDK to build **chatbot**, **automation**, and **SaaS** products, monetizing via **subscriptions**, **project-based fees**, **hosting services**, **selling templates**, and **consulting**."
